caller_type,caller_method,caller_rid,il_offset,opcode,target_kind,target_type,target_method,target_token
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,126,call,MemberRef,System.Drawing.Color,get_B,0x0A0000C1
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,154,call,MemberRef,,MoveNext,0x0A0000D7
KAutoHelper.Get_Text_From_Image,<make_new_image>g__Check_sailenh_Color|9_1,149,174,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.Get_Text_From_Image,<split_image>g__save_image_splip|10_0,150,31,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A000091
KAutoHelper.Get_Text_From_Image,<split_image>g__save_image_splip|10_0,150,74,callvirt,MemberRef,System.Drawing.Bitmap,GetPixel,0x0A0000B6
KAutoHelper.Get_Text_From_Image,<split_image>g__save_image_splip|10_0,150,88,callvirt,MemberRef,System.Drawing.Bitmap,SetPixel,0x0A0000C3
KAutoHelper.Get_Text_From_Image,<split_image>g__save_image_splip|10_0,150,145,call,MethodDef,KAutoHelper.Get_Text_From_Image,check_folder_exists,0x06000091
KAutoHelper.Get_Text_From_Image,<split_image>g__save_image_splip|10_0,150,200,call,MemberRef,System.String,Concat,0x0A00004C
KAutoHelper.Get_Text_From_Image,<split_image>g__save_image_splip|10_0,150,210,callvirt,MemberRef,System.Drawing.Image,Save,0x0A0000D8
KAutoHelper.Get_Text_From_Image,<split_image>g__save_image_splip|10_0,150,217,callvirt,MemberRef,System.Drawing.Image,Dispose,0x0A0000BB
KAutoHelper.ProcessHelper,GetWindowTitles,154,8,newobj,MethodDef,EnumWindowsProc,.ctor,0x060000DD
KAutoHelper.ProcessHelper,GetWindowTitles,154,24,call,MemberRef,System.IntPtr,op_Explicit,0x0A00008A
KAutoHelper.ProcessHelper,GetWindowTitles,154,29,call,MethodDef,KAutoHelper.ProcessHelper,EnumWindows,0x06000097
KAutoHelper.ProcessHelper,EnumWindowsCallback,155,2,call,MethodDef,KAutoHelper.ProcessHelper,GetWindowTitle,0x0600009D
KAutoHelper.ProcessHelper,EnumWindowsCallback,155,9,call,MethodDef,KAutoHelper.ProcessHelper,TitleMatches,0x0600009C
KAutoHelper.ProcessHelper,EnumWindowsCallback,155,25,callvirt,MemberRef,,Add,0x0A000032
KAutoHelper.ProcessHelper,EnumWindowsCallback,155,44,call,MemberRef,System.IntPtr,Equals,0x0A0000D9
KAutoHelper.ProcessHelper,EnumWindowsCallback,155,65,newobj,MethodDef,EnumWindowsProc,.ctor,0x060000DD
KAutoHelper.ProcessHelper,EnumWindowsCallback,155,75,call,MethodDef,KAutoHelper.ProcessHelper,EnumChildWindows,0x06000098
KAutoHelper.ProcessHelper,TitleMatches,156,7,callvirt,MemberRef,System.String,Contains,0x0A0000DA
KAutoHelper.ProcessHelper,GetWindowTitle,157,20,call,MemberRef,System.Runtime.InteropServices.Marshal,AllocCoTaskMem,0x0A0000DC
KAutoHelper.ProcessHelper,GetWindowTitle,157,29,callvirt,MemberRef,System.String,ToCharArray,0x0A0000DD
KAutoHelper.ProcessHelper,GetWindowTitle,157,39,callvirt,MemberRef,System.String,get_Length,0x0A00007E
KAutoHelper.ProcessHelper,GetWindowTitle,157,44,call,MemberRef,System.Runtime.InteropServices.Marshal,Copy,0x0A0000DE
KAutoHelper.ProcessHelper,GetWindowTitle,157,53,call,MemberRef,System.IntPtr,op_Explicit,0x0A00008A
KAutoHelper.ProcessHelper,GetWindowTitle,157,68,call,MethodDef,KAutoHelper.ProcessHelper,SendMessageTimeout,0x06000099
KAutoHelper.ProcessHelper,GetWindowTitle,157,76,call,MemberRef,System.Runtime.InteropServices.Marshal,PtrToStringAuto,0x0A0000DF
KAutoHelper.ProcessHelper,GetWindowTitle,157,85,call,MemberRef,System.Runtime.InteropServices.Marshal,FreeCoTaskMem,0x0A0000E0
KAutoHelper.ProcessHelper,GetNetStatPorts,158,1,newobj,MemberRef,,.ctor,0x0A0000E1
KAutoHelper.ProcessHelper,GetNetStatPorts,158,8,newobj,MemberRef,System.Diagnostics.Process,.ctor,0x0A000014
KAutoHelper.ProcessHelper,GetNetStatPorts,158,15,newobj,MemberRef,System.Diagnostics.ProcessStartInfo,.ctor,0x0A000015
KAutoHelper.ProcessHelper,GetNetStatPorts,158,27,callvirt,MemberRef,System.Diagnostics.ProcessStartInfo,set_Arguments,0x0A0000E2
KAutoHelper.ProcessHelper,GetNetStatPorts,158,39,callvirt,MemberRef,System.Diagnostics.ProcessStartInfo,set_FileName,0x0A000017
KAutoHelper.ProcessHelper,GetNetStatPorts,158,47,callvirt,MemberRef,System.Diagnostics.ProcessStartInfo,set_CreateNoWindow,0x0A000018
KAutoHelper.ProcessHelper,GetNetStatPorts,158,55,callvirt,MemberRef,System.Diagnostics.ProcessStartInfo,set_UseShellExecute,0x0A000019
KAutoHelper.ProcessHelper,GetNetStatPorts,158,63,callvirt,MemberRef,System.Diagnostics.ProcessStartInfo,set_WindowStyle,0x0A00001A
KAutoHelper.ProcessHelper,GetNetStatPorts,158,71,callvirt,MemberRef,System.Diagnostics.ProcessStartInfo,set_RedirectStandardInput,0x0A00001B
KAutoHelper.ProcessHelper,GetNetStatPorts,158,79,callvirt,MemberRef,System.Diagnostics.ProcessStartInfo,set_RedirectStandardOutput,0x0A00001C
KAutoHelper.ProcessHelper,GetNetStatPorts,158,87,callvirt,MemberRef,System.Diagnostics.ProcessStartInfo,set_RedirectStandardError,0x0A0000E3
KAutoHelper.ProcessHelper,GetNetStatPorts,158,95,callvirt,MemberRef,System.Diagnostics.Process,set_StartInfo,0x0A00001D
KAutoHelper.ProcessHelper,GetNetStatPorts,158,102,callvirt,MemberRef,System.Diagnostics.Process,Start,0x0A00001E
KAutoHelper.ProcessHelper,GetNetStatPorts,158,109,callvirt,MemberRef,System.Diagnostics.Process,get_StandardOutput,0x0A000024
KAutoHelper.ProcessHelper,GetNetStatPorts,158,116,callvirt,MemberRef,System.Diagnostics.Process,get_StandardError,0x0A0000E4
KAutoHelper.ProcessHelper,GetNetStatPorts,158,124,callvirt,MemberRef,System.IO.TextReader,ReadToEnd,0x0A000025
KAutoHelper.ProcessHelper,GetNetStatPorts,158,131,callvirt,MemberRef,System.IO.TextReader,ReadToEnd,0x0A000025
KAutoHelper.ProcessHelper,GetNetStatPorts,158,136,call,MemberRef,System.String,Concat,0x0A000012
KAutoHelper.ProcessHelper,GetNetStatPorts,158,144,callvirt,MemberRef,System.Diagnostics.Process,get_ExitCode,0x0A0000E5
KAutoHelper.ProcessHelper,GetNetStatPorts,158,153,call,MemberRef,System.Int32,ToString,0x0A0000E6
KAutoHelper.ProcessHelper,GetNetStatPorts,158,167,call,MemberRef,System.String,op_Inequality,0x0A00002F
KAutoHelper.ProcessHelper,GetNetStatPorts,158,187,call,MemberRef,System.Text.RegularExpressions.Regex,Split,0x0A00002D
KAutoHelper.ProcessHelper,GetNetStatPorts,158,222,call,MemberRef,System.Text.RegularExpressions.Regex,Split,0x0A00002D
KAutoHelper.ProcessHelper,GetNetStatPorts,158,245,callvirt,MemberRef,System.String,Equals,0x0A0000E7
KAutoHelper.ProcessHelper,GetNetStatPorts,158,261,callvirt,MemberRef,System.String,Equals,0x0A0000E7
KAutoHelper.ProcessHelper,GetNetStatPorts,158,296,call,MemberRef,System.Text.RegularExpressions.Regex,Replace,0x0A0000E8
KAutoHelper.ProcessHelper,GetNetStatPorts,158,304,newobj,MethodDef,KAutoHelper.Port,.ctor,0x060000AC
KAutoHelper.ProcessHelper,GetNetStatPorts,158,320,callvirt,MemberRef,System.String,Contains,0x0A0000DA
KAutoHelper.ProcessHelper,GetNetStatPorts,158,336,call,MemberRef,System.String,Format,0x0A000039
KAutoHelper.ProcessHelper,GetNetStatPorts,158,352,call,MemberRef,System.String,Format,0x0A000039
KAutoHelper.ProcessHelper,GetNetStatPorts,158,357,callvirt,MethodDef,KAutoHelper.Port,set_protocol,0x060000A9
KAutoHelper.ProcessHelper,GetNetStatPorts,158,378,callvirt,MemberRef,System.String,Split,0x0A00003E
KAutoHelper.ProcessHelper,GetNetStatPorts,158,385,callvirt,MethodDef,KAutoHelper.Port,set_port_number,0x060000A5
KAutoHelper.ProcessHelper,GetNetStatPorts,158,402,call,MemberRef,System.String,op_Equality,0x0A00006B
KAutoHelper.ProcessHelper,GetNetStatPorts,158,413,call,MemberRef,System.Convert,ToInt16,0x0A0000E9
KAutoHelper.ProcessHelper,GetNetStatPorts,158,418,call,MethodDef,KAutoHelper.ProcessHelper,LookupProcess,0x0600009F
KAutoHelper.ProcessHelper,GetNetStatPorts,158,429,call,MemberRef,System.Convert,ToInt16,0x0A0000E9
KAutoHelper.ProcessHelper,GetNetStatPorts,158,434,call,MethodDef,KAutoHelper.ProcessHelper,LookupProcess,0x0600009F
KAutoHelper.ProcessHelper,GetNetStatPorts,158,439,callvirt,MethodDef,KAutoHelper.Port,set_process_name,0x060000A7
KAutoHelper.ProcessHelper,GetNetStatPorts,158,451,call,MemberRef,System.Convert,ToInt16,0x0A0000E9
KAutoHelper.ProcessHelper,GetNetStatPorts,158,456,callvirt,MethodDef,KAutoHelper.Port,set_pid,0x060000AB
KAutoHelper.ProcessHelper,GetNetStatPorts,158,464,callvirt,MemberRef,,Add,0x0A0000EA
KAutoHelper.ProcessHelper,GetNetStatPorts,158,496,callvirt,MemberRef,System.IDisposable,Dispose,0x0A00004A
KAutoHelper.ProcessHelper,LookupProcess,159,3,call,MemberRef,System.Diagnostics.Process,GetProcessById,0x0A000066
KAutoHelper.ProcessHelper,LookupProcess,159,8,callvirt,MemberRef,System.Diagnostics.Process,get_ProcessName,0x0A0000EB
KAutoHelper.ProcessHelper,.ctor,160,1,call,MemberRef,System.Object,.ctor,0x0A000057
KAutoHelper.ProcessHelper,.cctor,161,0,newobj,MemberRef,,.ctor,0x0A000026
KAutoHelper.Port,get_name,162,7,call,MethodDef,KAutoHelper.Port,get_process_name,0x060000A6
KAutoHelper.Port,get_name,162,13,call,MethodDef,KAutoHelper.Port,get_protocol,0x060000A8
KAutoHelper.Port,get_name,162,19,call,MethodDef,KAutoHelper.Port,get_port_number,0x060000A4
KAutoHelper.Port,get_name,162,24,call,MemberRef,System.String,Format,0x0A000035
KAutoHelper.Port,.ctor,172,1,call,MemberRef,System.Object,.ctor,0x0A000057
KAutoHelper.ParentProcessUtilities,GetParentProcess,174,1,call,MemberRef,System.Diagnostics.Process,GetCurrentProcess,0x0A0000EC
KAutoHelper.ParentProcessUtilities,GetParentProcess,174,6,callvirt,MemberRef,System.Diagnostics.Process,get_Handle,0x0A0000ED
KAutoHelper.ParentProcessUtilities,GetParentProcess,174,11,call,MethodDef,KAutoHelper.ParentProcessUtilities,GetParentProcess,0x060000B0
KAutoHelper.ParentProcessUtilities,GetParentProcess,175,2,call,MemberRef,System.Diagnostics.Process,GetProcessById,0x0A000066
KAutoHelper.ParentProcessUtilities,GetParentProcess,175,9,callvirt,MemberRef,System.Diagnostics.Process,get_Handle,0x0A0000ED
KAutoHelper.ParentProcessUtilities,GetParentProcess,175,14,call,MethodDef,KAutoHelper.ParentProcessUtilities,GetParentProcess,0x060000B0
KAutoHelper.ParentProcessUtilities,GetParentProcess,176,19,call,MemberRef,System.Runtime.InteropServices.Marshal,SizeOf,0x0A0000EE
KAutoHelper.ParentProcessUtilities,GetParentProcess,176,26,call,MethodDef,KAutoHelper.ParentProcessUtilities,NtQueryInformationProcess,0x060000AD
KAutoHelper.ParentProcessUtilities,GetParentProcess,176,41,newobj,MemberRef,System.ComponentModel.Win32Exception,.ctor,0x0A0000EF
KAutoHelper.ParentProcessUtilities,GetParentProcess,176,56,call,MemberRef,System.IntPtr,ToInt32,0x0A0000F0
KAutoHelper.ParentProcessUtilities,GetParentProcess,176,61,call,MemberRef,System.Diagnostics.Process,GetProcessById,0x0A000066
KAutoHelper.ThamKhao,SendKeyPress,178,199,call,MemberRef,System.Type,GetTypeFromHandle,0x0A000080
KAutoHelper.ThamKhao,SendKeyPress,178,204,call,MemberRef,System.Runtime.InteropServices.Marshal,SizeOf,0x0A000081
KAutoHelper.ThamKhao,SendKeyPress,178,209,call,MethodDef,KAutoHelper.ThamKhao,SendInput,0x060000B1
KAutoHelper.ThamKhao,SendKeyPress,178,223,newobj,MemberRef,System.Exception,.ctor,0x0A000082
KAutoHelper.ThamKhao,SendKeyDown,179,153,call,MemberRef,System.Type,GetTypeFromHandle,0x0A000080
KAutoHelper.ThamKhao,SendKeyDown,179,158,call,MemberRef,System.Runtime.InteropServices.Marshal,SizeOf,0x0A000081
KAutoHelper.ThamKhao,SendKeyDown,179,163,call,MethodDef,KAutoHelper.ThamKhao,SendInput,0x060000B1
KAutoHelper.ThamKhao,SendKeyDown,179,176,newobj,MemberRef,System.Exception,.ctor,0x0A000082
KAutoHelper.ThamKhao,SendKeyUp,180,153,call,MemberRef,System.Type,GetTypeFromHandle,0x0A000080
KAutoHelper.ThamKhao,SendKeyUp,180,158,call,MemberRef,System.Runtime.InteropServices.Marshal,SizeOf,0x0A000081
KAutoHelper.ThamKhao,SendKeyUp,180,163,call,MethodDef,KAutoHelper.ThamKhao,SendInput,0x060000B1
KAutoHelper.ThamKhao,SendKeyUp,180,175,newobj,MemberRef,System.Exception,.ctor,0x0A000082
KAutoHelper.ThamKhao,.ctor,181,1,call,MemberRef,System.Object,.ctor,0x0A000057
<>c__DisplayClass13_0,.ctor,182,1,call,MemberRef,System.Object,.ctor,0x0A000057
<>c__DisplayClass13_0,<GetNoxTitleFromADBPort>b__0,183,1,callvirt,MethodDef,KAutoHelper.Port,get_port_number,0x060000A4
<>c__DisplayClass13_0,<GetNoxTitleFromADBPort>b__0,183,12,call,MemberRef,System.String,op_Equality,0x0A00006B
<>c__DisplayClass13_0,<GetNoxTitleFromADBPort>b__1,184,1,callvirt,MethodDef,KAutoHelper.NoxMultiIni,get_vmpid,0x06000019
<>c__DisplayClass13_0,<GetNoxTitleFromADBPort>b__1,184,12,callvirt,MethodDef,KAutoHelper.Port,get_pid,0x060000AA
<>c,.cctor,193,0,newobj,MethodDef,<>c,.ctor,0x060000C2
<>c,.ctor,194,1,call,MemberRef,System.Object,.ctor,0x0A000057
<>c,<FindWindowHandleFromProcesses>b__30_0,195,1,callvirt,MemberRef,System.Diagnostics.Process,get_MainWindowHandle,0x0A00006A
<>c,<FindWindowHandleFromProcesses>b__30_0,195,11,call,MemberRef,System.IntPtr,op_Inequality,0x0A000071
<>c,<GetChildHandle>b__34_0,196,2,call,MemberRef,System.Runtime.InteropServices.GCHandle,FromIntPtr,0x0A0000F1
<>c,<GetChildHandle>b__34_0,196,10,call,MemberRef,System.Runtime.InteropServices.GCHandle,get_Target,0x0A0000F2
<>c,<GetChildHandle>b__34_0,196,29,call,MemberRef,System.Runtime.InteropServices.GCHandle,get_Target,0x0A0000F2
<>c,<GetChildHandle>b__34_0,196,42,callvirt,MemberRef,,Add,0x0A00006C
<>c__DisplayClass35_0,.ctor,197,1,call,MemberRef,System.Object,.ctor,0x0A000057
<>c__DisplayClass35_0,<FindHandleWithText>b__0,198,2,call,MethodDef,KAutoHelper.AutoControl,GetClassName,0x06000066
<>c__DisplayClass35_0,<FindHandleWithText>b__0,198,9,call,MethodDef,KAutoHelper.AutoControl,GetText,0x06000065
<>c__DisplayClass35_0,<FindHandleWithText>b__0,198,22,call,MemberRef,System.String,op_Equality,0x0A00006B
<>c__DisplayClass35_0,<FindHandleWithText>b__0,198,36,call,MemberRef,System.String,op_Equality,0x0A00006B
<>c__DisplayClass36_0,.ctor,199,1,call,MemberRef,System.Object,.ctor,0x0A000057
<>c__DisplayClass36_0,<FindHandlesWithText>b__0,200,2,call,MethodDef,KAutoHelper.AutoControl,GetClassName,0x06000066
<>c__DisplayClass36_0,<FindHandlesWithText>b__0,200,9,call,MethodDef,KAutoHelper.AutoControl,GetText,0x06000065
<>c__DisplayClass36_0,<FindHandlesWithText>b__0,200,22,call,MemberRef,System.String,op_Equality,0x0A00006B
<>c__DisplayClass36_0,<FindHandlesWithText>b__0,200,36,call,MemberRef,System.String,op_Equality,0x0A00006B
<>c__DisplayClass4_0,.ctor,205,1,call,MemberRef,System.Object,.ctor,0x0A000057
<>c__DisplayClass4_0,<GetWindowHandles>b__0,206,0,newobj,MethodDef,<>c__DisplayClass4_1,.ctor,0x060000CF
<>c__DisplayClass4_0,<GetWindowHandles>b__0,206,14,call,MethodDef,KAutoHelper.FindWindow,GetWindowThreadProcessId,0x0600006C
<>c__DisplayClass4_0,<GetWindowHandles>b__0,206,34,newobj,MemberRef,,.ctor,0x0A00006D
<>c__DisplayClass4_0,<GetWindowHandles>b__0,206,39,call,Table0x2B,,,0x2B000009
<>c__DisplayClass4_0,<GetWindowHandles>b__0,206,68,newobj,MemberRef,System.Text.StringBuilder,.ctor,0x0A000088
<>c__DisplayClass4_0,<GetWindowHandles>b__0,206,81,call,MethodDef,KAutoHelper.FindWindow,GetClassName,0x0600006B
<>c__DisplayClass4_0,<GetWindowHandles>b__0,206,88,callvirt,MemberRef,System.Object,ToString,0x0A000089
<>c__DisplayClass4_0,<GetWindowHandles>b__0,206,99,call,MemberRef,System.String,op_Equality,0x0A00006B
<>c__DisplayClass4_0,<GetWindowHandles>b__0,206,116,callvirt,MemberRef,,Add,0x0A00006C
<>c__DisplayClass4_1,.ctor,207,1,call,MemberRef,System.Object,.ctor,0x0A000057
<>c__DisplayClass4_1,<GetWindowHandles>b__1,208,1,callvirt,MemberRef,System.Diagnostics.Process,get_Id,0x0A0000F4
GDI32,.ctor,215,1,call,MemberRef,System.Object,.ctor,0x0A000057
User32,.ctor,220,1,call,MemberRef,System.Object,.ctor,0x0A000057
